Name,Type,Address,Town,State,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AdultChange,ChangingPlaces,BabyChange,BabyCareRoom,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
Penders Park,Park or reserve,Corner Collins & Tharratt Street,Thornbury,VIC,,-37.75514813,145.0080642,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"OPEN: Apr-Sep 7am-5pm, Oct-Mar 7am-7pm",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Caulfield Park #8,Park or reserve,219 Balaclava Road,Caulfield North,VIC,,-37.87261186,145.0254141,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Automatic Exeloo Toilet,FALSE
Packer Park 2,Sporting facility,137 Leila Road,Carnegie,VIC,Toilet is located at the Pavilion,-37.90201662,145.0593307,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bostock Reservoir,Other,Shaws Road,Ballan,VIC,,-37.60815081,144.204654,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Jack Dillion Reserve,Park or reserve,Geelong-Ballan Road,Durdidwarrah,VIC,Toilet is located at Upper Stony Creek Reservoir,-37.82243256,144.206527,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Murrumbeena,Shopping centre,Neerim Road,Murrumbeena,VIC,Near kiosk,-37.88997881,145.0668752,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Visitor Information Centre,Other,86 Hamilton Place,Hamilton,VIC,Located inside the Visitor Information Centre,-37.7423324,142.0210328,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 9am-5pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Cooks Walk (Safeway Complex),Shopping centre,Cooks Walk (off Brown Street),Hamilton,VIC,Located beside Cooks Walk,-37.74350024,142.0248972,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Performing Arts Centre,Other,Brown Street,Hamilton,VIC,,-37.74202305,142.0242618,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,"Open during the day Monday - Friday, also open during show performances",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Shakespeare Street,Other,Hamilton Showgrounds,Hamilton,VIC,Enter off Horner Street,-37.73341629,142.0209276,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Open for special events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Cavendish Recreation Reserve,Sporting facility,Recreation Reserve,Cavendish,VIC,,-37.52152498,142.043433,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Located at the sporting ground,TRUE
Coleraine Tourist Information Centre,Rest area,Pilleau Street,Coleraine,VIC,,-37.60124331,141.6974879,TRUE,FALSE,Parking available via Pilleau Street.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,OPEN: 10am-5pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Located next to the Coleraine Lagoon.,FALSE
Balmoral Recreation Reserve,Camping ground,Recreation Reserve,Balmoral,VIC,,-37.24495651,141.8341508,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Penshurst Wetlands Public Gardens,Park or reserve,96C Cox Street,Penshurst,VIC,,-37.87366291,142.2905649,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Recreation Reserve,Sporting facility,Off Hamilton Highway,Penshurst,VIC,,-37.87088256,142.2992118,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Harmony Park,Park or reserve,Gaffney Street,Coburg,VIC,,-37.7332719,144.9526723,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Facility is an Exeloo,FALSE
Moriac Newling reserve,Park or reserve,830 Hendy Main Road,Moriac,VIC,Toilet located behind community centre,-38.244248,144.174802,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lawson Poole Reserve,Park or reserve,Lesdon Avenue,Cranbourne,VIC,,-38.08363588,145.2724815,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 6am-6pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Greg Clydesdale Square,Shopping centre,97 South Gippsland Highway,Cranbourne,VIC,,-38.11043789,145.2829978,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 6am-6pm,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Casey Fields,Sporting facility,Berwick - Cranbourne Road,Cranbourne East,VIC,Rear of Tennis Clubrooms,-38.11833626,145.3074856,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Toilet is open when Park is open.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Rye Foreshore (Windsurfers),Park or reserve,2100 Point Nepean Road,Rye,VIC,"Located on Rye Foreshore Reserve, opposite Government Road",-38.3708018,144.8338499,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,External Showers with screening,TRUE
Yaapeet Recreation Reserve,Camping ground,Railway Road,Yaapeet,VIC,Toilets are located to the west within the reserve behind the Community Centre. Enter the reserve via Railway Street,-35.7671757,142.0496152,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Sandringham Railway Station,Train station,67 Station Street,Sandringham,VIC,Northern end of Station ,-37.95002878,145.0044833,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Murtoa Rabl Park  Block,Park or reserve,Wimmera Highway,Murtoa,VIC,Enter from Northern end of Lake Street,-36.61692911,142.4657741,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Point Cook,Park or reserve,Boardwalk Boulevard,Point Cook,VIC,,-37.88047394,144.7349997,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Ninth Street,Car park,142 Ninth Street,Mildura,VIC,,-34.185271,142.159342,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,Times can be extended when there are major events in the CBD.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Tooborac Hall,Park or reserve,5185 Northern Highway,Tooborac,VIC,,-37.03900681,144.7980391,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Accessible facilities located in Male and Female toilets,FALSE
Diggers Rest Tennis,Sporting facility,2 Spearys Road,Diggers Rest,VIC,,-37.61998062,144.7073648,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Brookside,Park or reserve,9-12 Federation Way,Caroline Springs,VIC,,-37.73435382,144.7387391,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Located at the rear of Federation Way shops,FALSE
Ian Cowie Reserve,Sporting facility,97-123 Westcott Parade,Rockbank,VIC,,-37.731618,144.662218,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Generally open at weekends in conjuction with Sports Pavilion use.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Northcott Street Pavilion,Sporting facility,19-21 Northcott Street,Melton South,VIC,,-37.70752954,144.5768369,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,Generally open in conjunction with Sporting Events,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Willows Homestead Reserve,Other,3A Reserve Road,Melton,VIC,,-37.686814,144.58427,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Variable hours,"Only Available when Reserve is open, Times vary.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Larundel Street,Park or reserve,Mallee Highway (Larundel Street),Manangatang,VIC,,-35.05486205,142.8820931,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Foster Showgrounds,Sporting facility,71 Nelson Street,Foster,VIC,,-38.65599888,146.2063943,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Darebin Parklands,Park or reserve,Separation Street,Alphington,VIC,Toilet located at the end of Separation Street,-37.77303694,145.0326816,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Unisex stalls available.,FALSE
Alfrieda Street,Car park,55 Alfrieda Street,Saint Albans,VIC,Toilet is located in the median strip of the Alfrieda Street Shopping precinct,-37.74236306,144.8008912,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Batman Park,Park or reserve,Spencer Street,Melbourne,VIC,,-37.82168484,144.9556146,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 6am-12am,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
JJ Holland Park,Park or reserve,Altona Street,Kensington,VIC,,-37.7981282,144.926436,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Domain Road,Park or reserve,169 Domain Road,Melbourne,VIC,,-37.83389707,144.9817536,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Kerr Street,Other,Kerr Street,Fitzroy,VIC,,-37.79722459,144.9842,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Franklin Street,Other,465 Elizabeth Street,Melbourne,VIC,,-37.80823705,144.9601833,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Riversdale Road Shops,Train station,191 Elgar Road,Merrijig,VIC,"The toilet is on the corner of Riversdale and Elgar Road, next to tram stop",-37.83772443,145.1107221,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2001,FALSE
Deer Park ,Car park,2 Burnside Street,Deer Park,VIC,,-37.77055866,144.7720562,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Exeloo,FALSE
Kevin Flint Memorial Reserve,Car park,Furlong Road,Cairnlea,VIC,"Located in lake carpark, entry off Furlong Road.",-37.75918054,144.7961288,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Bridgewater on Loddon Comfort Station,Other,Main Street,Bridgewater On Loddon,VIC,"Located next to the Bridgewater Bowling Club, there is access to Tourist information and disabled parking close by. Toilet is located 100 Metres East of the Hotel.",-36.60139906,143.94142,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Ormond Shopping Centre Car Park,Shopping centre,Katandra Road,Ormond,VIC,,-37.903243,145.040019,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Forest Park,Park or reserve,Nicholson Street,Orbost,VIC,,-37.70913384,148.4533973,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Egan Reserve,Park or reserve,Corner Brady Lane & Ballan-Greendale Road,Greendale,VIC,,-37.56069449,144.2983599,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Darian Road,Car park,Off Darian Road,Torquay,VIC,,-38.32503513,144.3292075,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Torquay Motor Angling Club,Car park,47 The Esplanade,Torquay,VIC,,-38.327764,144.326565,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Torquay Playpark,Park or reserve,Zeally Bay Road,Torquay,VIC,,-38.331032,144.327296,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Anderson Street,Other,Anderson Street,Torquay,VIC,,-38.333695,144.3259,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Bell Street,Other,Bell Street,Torquay,VIC,,-38.337028,144.324831,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Cosy Corner,Other,2 The Esplanade,Torquay,VIC,,-38.338356,144.32532,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Voss Car Park,Car park,The Esplanade,Torquay,VIC,,-38.339913,144.324102,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Surf Beach Dressing Sheds,Car park,The Esplanade,Torquay,VIC,Toilets are located at the rear of the Caravan Park at the Surf Beach,-38.341439,144.320224,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Solo Block,Car park,Surf Beach Drive,Torquay,VIC,Toilets are located behind the kiosk,-38.341884,144.318867,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Spring Creek,Park or reserve,Surf Beach Drive,Torquay,VIC,"Toilet is located on block 11, near Spring Creek",-38.339666,144.318314,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Anglesea Surf Club,Park or reserve,Great Ocean Road,Anglesea,VIC,Toilet is located down the beach access ramp,-38.414252,144.186352,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Point Roadknight,Other,Off Melba Parade,Anglesea,VIC,,-38.427104,144.178894,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Aireys Inlet,Park or reserve,Off Reserve Road,Aireys Inlet,VIC,,-38.467339,144.101024,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Fairhaven Surf Club,Park or reserve,Off Great Ocean Road,Fairhaven,VIC,,-38.46834,144.084697,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
North Lorne,Park or reserve,Great Ocean Road,Lorne,VIC,Enter service road on ocean side of Great Ocean Road opposite Doble Street,-38.530406,143.980961,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lorne Visitor Information Centre,Park or reserve,Off Mountjoy Parade,Lorne,VIC,,-38.536435,143.974841,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Otway Street Playground,Park or reserve,Otway Street,Lorne,VIC,,-38.535001,143.977145,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Grove Road,Other,Grove Road,Lorne,VIC,,-38.539169,143.976314,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Central Car Park Area,Park or reserve,Off Mountjoy Parade,Lorne,VIC,,-38.54151,143.975672,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Scotchmans Hill,Other,Beal Street,Lorne,VIC,,-38.543376,143.978051,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Point Grey,Park or reserve,Off Great Ocean Road,Lorne,VIC,,-38.548747,143.986351,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Bird Rock Car Park,Park or reserve,47 Ocean Boulevard,Jan Juc,VIC,,-38.35017287,144.3001432,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Optional Dress Beach,Beach,261 Esplanade,Torquay,VIC,,-38.311886,144.364665,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Elsternwick Shopping Centre,Shopping centre,Corner Staniland Grove & Glen Huntly Road,Elsternwick,VIC,Toilet is a free standing facility located in Staniland Grove,-37.88440151,145.0042959,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Albert Park - Playing Fields 2,Park or reserve,Village Green Drive,St Kilda,VIC,,-37.8563,144.9778,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Albert Park - Tennis Courts,Park or reserve,Aughtie Drive,Albert Park,VIC,,-37.849167,144.966497,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Alpine National Park - Bunroy Creek,Park or reserve,Murray Gorge,Biggara,VIC,,-36.3613,148.04,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Alpine National Park - Bunroy Station,Park or reserve,Murray Gorge,Biggara,VIC,,-36.38043853,148.00801,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Alpine National Park - 7 Mile Flat Camping Area,Camping ground,7 Mile Flat Camping Area,Sawmill Settlement,VIC,,-37.1963,146.416,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - 8 Mile Flat Camping Area,Camping ground,8 Mile Flat Camping Area,Sawmill Settlement,VIC,,-37.1983,146.43,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bennies Camping Area 1,Camping ground,Bennies Camping Area,Abbeyard,VIC,,-36.9622,146.537,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bennies Camping Area 2,Camping ground,Bennies Camping Area,Abbeyard,VIC,,-36.96062222,146.535475,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bindaree Flat Camping Area,Camping ground,Bindaree Flat Camping Area,Abbeyard,VIC,,-37.1673,146.542,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Blair Hut Camping Area,Camping ground,McKinnon Road,Benambra,VIC,,-36.92,147.775,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bluff Hut,Park or reserve,Bluff Hut,Woods Point,VIC,,-37.2163,146.524,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bryce Gorge Trail Head,Park or reserve,Howitt Road,Wongungarra,VIC,,-37.2963,146.7543,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Bundara River Picnic Area,Park or reserve,Omeo Highway,Shannonvale,VIC,,-36.9814,147.492,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Campbell Yard Huts,Camping ground,Bogong High Plains Road,Falls Creek,VIC,,-36.9334,147.262,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Charlie Creek Camping Area,Camping ground,Charlie Creek Camping Area,Tom Groggin,VIC,,-36.731,148.059,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Cleve Cole Hut Camping Area,Camping ground,Cleve Cole Hut Camping Area,Clover Flat,VIC,,-36.7565,147.326,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Alpine National Park - Lake Cobbler Camping Area,Camping ground,Lake Cobbler Camping Area,Abbeyard,VIC,,-37.0489,146.626,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,OPEN: 24 hours,Toilet is open when the park is open,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
