Address,Town,AddressNote,Latitude,Longitude,Parking,ParkingAccessible,ParkingNote,AccessNote,AdultChange,ChangingPlaces,AdultChangeNote,BabyChange,BabyCareRoom,BabyChangeNote,DumpPoint,DPWashout,DPAfterHours,DumpPointNote,OpeningHours,OpeningHoursNote,Male,Female,Unisex,AllGender,Ambulant,Accessible,ToiletNote,Shower
29 Thomas Avenue,Warburton,,-37.7533501,145.6879857,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Warburton Highway,Woori Yallock,,-37.77956649,145.5300845,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Dammans Road,Warburton,,-37.75409331,145.6844496,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Green Street,Healesville,,-37.65381438,145.516659,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Brice Avenue,Mooroolbark,,-37.7857974,145.3177719,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
South Gateway,Lilydale,,-37.73006657,145.379302,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
181 Main Street,Lilydale,,-37.75721213,145.3495614,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Station Street,Mooroolbark,,-37.78566098,145.3126383,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Warburton Highway,Seville,,-37.77775101,145.4605578,FALSE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,TRUE
Monbulk-Seville Road,Seville,,-37.7799135,145.4614064,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Union Road,Wandin,,-37.78106163,145.4278112,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Park Street,Wandin East,,-37.78267373,145.4303637,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Melba Highway,Steels Creek,,-37.5485984,145.4162226,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Anzac Avenue,Yarra Glen,,-37.65670125,145.3738925,TRUE,FALSE,,MLAK key required for changing places,TRUE,TRUE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
Cahillton Road,Gruyere,,-37.73156904,145.444552,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
39-47 Durham Rd,Kilsyth,,-37.80079015,145.3214281,FALSE,FALSE,,Car entrance on Durham Rd. Toilets are between car park and playground.,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
MacMillan St,Mooroolbark,,-37.79283997,145.3105676,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Montrose,Montrose,,-37.81266584,145.3438089,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Longfellow Avenue,Mooroolbark,,-37.79275834,145.3249873,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Birmingham Road,Mount Evelyn,,-37.78497795,145.3786776,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Tramway Road,Mount Evelyn,,-37.79467138,145.3835413,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
9 Moores Road,Monbulk,,-37.87483235,145.4086714,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Falls Road,Olinda,,-37.85358907,145.3688374,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Parker Road,Silvan,,-37.83078004,145.4298737,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Old Baker Road,Wandin East,,-37.81575465,145.4584562,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Burwood Highway,Belgrave,,-37.90904663,145.3546961,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Old Monbulk Road,Belgrave,,-37.90855625,145.3559516,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Colby Drive,Belgrave Heights,,-37.92652544,145.3547569,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Baynes Park Road,Monbulk,,-37.87585351,145.4028965,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Colby Drive,Belgrave,,-37.92195059,145.356089,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Orana Court,Belgrave South,,-37.93142706,145.3553351,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Black Hill Road,Menzies Creek,,-37.91347015,145.3931986,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Charles Street,Selby,,-37.91262481,145.3733224,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
6 Mahony Street,Upwey,,-37.90444096,145.3302845,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Alexander Avenue,Upwey,,-37.90268772,145.3373801,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Deans Road,Upwey,,-37.91588228,145.326258,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
271 Mount Morton Road,Belgrave South,,-37.92389025,145.3374429,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
394A Mount Dandenong Tourist Road,Sassafras,,-37.86279719,145.354022,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lyons Drive,Selby,,-37.91358162,145.3697212,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Best Street,Belgrave,,-37.91500873,145.3452672,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities only open during sporting events.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Mt Dandenong Tourist Road,Kalorama,,-37.81716106,145.3798719,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Queen Street,Altona,,-37.87485001,144.8135931,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Altona Road,Seaholme,,-37.86542755,144.8477319,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Fresno Street,Altona,,-37.86197091,144.8334767,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Millers Road,Altona,,-37.86273562,144.8395642,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Beach Street,Seaholme,,-37.86839493,144.8442753,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Millers Road,Seaholme,,-37.87096465,144.8384631,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
Bluegum Drive,Altona,,-37.862188,144.829012,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Toilets are only open for sporting functions,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Harrington Street,Altona,,-37.86444903,144.8128587,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Blyth Street,Altona,,-37.86867042,144.8295612,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Toilet is located at the rear of Coles car park,FALSE
8 Sargood Street,Altona,,-37.8700196,144.8289847,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Queen Street,Altona,,-37.87328983,144.8160097,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Esplanade,Altona,,-37.87038351,144.8308461,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,This new toilet has family toilets and shower facilities as well,TRUE
20 Aviation Road,Laverton,,-37.86810773,144.7613838,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,The toilet is a unisex Exeloo,FALSE
Lohse Street,Laverton,,-37.86293179,144.7722834,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Mason Street,Newport,,-37.84244788,144.882262,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
Lakes Drive,Newport,,-37.83976926,144.8719175,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE
The Esplanade ,Williamstown,,-37.86807892,144.8955288,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
13 The Strand,Williamstown,,-37.85748688,144.9028121,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
99 The Strand,Newport,,-37.84638416,144.8955699,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Morris Street,Williamstown,,-37.87176118,144.9023018,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,There are accessible toilets available but access is not particularly good,FALSE
Ferguson Street,Williamstown,,-37.85829682,144.8965122,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,"OPEN: Mon-Fri 9:30am-5pm, Sun 2pm-5pm, Sat 10am-1pm",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Located in the Williamstown Library foyer,FALSE
Esplanade,Williamstown,,-37.868,144.89446,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Daylight hours,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Unisex accessible toilet is located off the ladies toilet entrance,TRUE
Altona Road,Seaholme,,-37.86282196,144.8507328,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
99 Railway Avenue,Laverton,,-37.8649361,144.7683274,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Hobson Street,Newport,,-37.83948547,144.8905299,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Kororoit Creek Road,Williamstown North,,-37.85650203,144.8649024,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: Variable hours,Facilities are only open for sporting events,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Stringer Road,Blairgowrie,,-38.3615936,144.7647914,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Point Nepean Road,Blairgowrie,,-38.36060094,144.7797349,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Blair Road,Portsea,,-38.3241848,144.7124835,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,Currently closed,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
WE Newton Reserve Playground,Portsea,,-38.31930139,144.7131509,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Portsea Foreshore Reserve,TRUE
38A Ocean Beach Road,Sorrento,,-38.33878754,144.740103,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
Hotham Road,Sorrento,,-38.3355615,144.7423962,FALSE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Melbourne Road,Sorrento,,-38.33780602,144.7358952,TRUE,FALSE,,"An additional toilet block is located at the rear of the main sports pavilion, however this is only open on match days for football and cricket.",FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Toilets are located between the main oval and the bowling club.,FALSE
5 Esplanade,Sorrento,,-38.3378487,144.7438954,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Point Nepean Road,Sorrento,,-38.34237217,144.748936,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
Point Nepean Road,Sorrento,,-38.33966339,144.7452211,TRUE,FALSE,Parking is available at street level - toilet is on foreshore,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
3238 Point Nepean Road,Sorrento,,-38.34133525,144.7476075,TRUE,FALSE,Parking available at street level,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Facility is located at Beach level,FALSE
Pier St,Dromana,,-38.33245976,144.9647474,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
Pier Street,Dromana,,-38.33451747,144.967782,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Toilets are located between the Social Club and the Changing Rooms,FALSE
46 Cook Street,Flinders,,-38.47352864,145.0175919,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Off The Espalanade,Flinders,,-38.47588363,145.0249201,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Stokes Street,Flinders,,-38.47081437,145.0155942,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
460 Main Creek Road,Main Ridge,,-38.39967281,144.9702119,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
184E Arthurs Seat Road,Red Hill,,-38.36967418,145.0129048,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
184D Arthurs Seat Road,Red Hill,,-38.36869357,145.0131054,TRUE,TRUE,Ample parking adjacent to toilets which are located on the northern side of the main pavilion.,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
39A Marine Drive,Safety Beach,,-38.31500852,144.990237,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
41B Marine Drive,Safety Beach,,-38.32007287,144.9854351,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
67A Byrnes Road,Shoreham,,-38.4279246,145.0456059,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Boneo Road,Boneo,,-38.41096011,144.8843886,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE
2460 Point Nepean Road,Rye,,-38.36978858,144.819501,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Point Nepean Road,Rye,,-38.36998593,144.8205432,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
Point Nepean Road,Rye,,-38.37016482,144.8227975,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Point Nepean Road,Rye,,-38.37045105,144.8248728,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE
View Road,Rye,,-38.37277708,144.8121344,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Recreation Road,Rye,,-38.37263394,144.8128501,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Barry Street,Tootgarook,,-38.37002127,144.8592594,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE
Truemans Road,Tootgarook,,-38.37606854,144.860977,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
193 Eastbourne Road,Rosebud,,-38.36981075,144.894198,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Toilet block is located between main football oval and soccer pitch.,FALSE
1001A Point Nepean Road,Rosebud,,-38.35514929,144.9066877,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Schnapper Point Drive,Mornington,,-38.21456985,145.0339602,TRUE,FALSE,,,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,TRUE
798 Esplanade,Mornington,,-38.21493832,145.0386635,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
Esplanade,Mornington,,-38.21441051,145.0398216,FALSE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
818 Esplanade,Mornington,,-38.21407124,145.0441297,TRUE,TRUE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Webb St,Mornington,,-38.22628205,145.0293249,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
732 Esplanade,Mornington,,-38.22524465,145.0303007,TRUE,FALSE,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,,OPEN: 24 hours,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE
